"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","TDMA","TDMA Adaptive","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Simplex","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude Channel From Roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Send Talker Alias","ARC4","ex_emg_kind"
"124","CCARC Hotspot 5","438.55000","438.55000","D-Digital","Low","12.5K","Off","Off","BM Colorado","Group Call","3108","RMHAM Sample","Always","Carrier","Off","1","1","1","Off","1","2","None","BM All","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"125","CCARC Hotspot 6","438.57500","438.57500","D-Digital","Low","12.5K","Off","Off","BM Colorado","Group Call","3108","RMHAM Sample","Always","Carrier","Off","1","1","1","Off","1","2","None","BM All","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"126","CCARC Hotspot 7","438.60000","438.60000","D-Digital","Low","12.5K","Off","Off","BM Colorado","Group Call","3108","RMHAM Sample","Always","Carrier","Off","1","1","1","Off","1","2","None","BM All","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"127","CCARC Hotspot 8","438.62500","438.62500","D-Digital","Low","12.5K","Off","Off","BM Colorado","Group Call","3108","RMHAM Sample","Always","Carrier","Off","1","1","1","Off","1","2","None","BM All","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"128","CCARC Hotspot 9","438.65000","438.65000","D-Digital","Low","12.5K","Off","Off","BM Colorado","Group Call","3108","RMHAM Sample","Always","Carrier","Off","1","1","1","Off","1","2","None","BM All","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"129","CCARC Hotspot 10","438.67500","438.67500","D-Digital","Low","12.5K","Off","Off","BM Colorado","Group Call","3108","RMHAM Sample","Always","Carrier","Off","1","1","1","Off","1","2","None","BM All","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"130","446.000 Simplex","446.00000","446.00000","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"131","446.000 Smplx PL","446.00000","446.00000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"132","446.025 Simplex","446.02500","446.02500","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"133","446.025 Smplx PL","446.02500","446.02500","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"134","446.050 Simplex","446.05000","446.05000","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"135","446.050 Smplx PL","446.05000","446.05000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"136","446.075 Simplex","446.07500","446.07500","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"137","446.075 Smplx PL","446.07500","446.07500","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"138","446.100 Simplex","446.10000","446.10000","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"139","446.100 Smplx PL","446.10000","446.10000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"140","446.125 Simplex","446.12500","446.12500","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"141","446.125 Smplx PL","446.12500","446.12500","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"142","446.150 Simplex","446.15000","446.15000","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"143","446.150 Smplx PL","446.15000","446.15000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"144","446.175 Simplex","446.17500","446.17500","A-Analog","High","25K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"145","446.175 Smplx PL","446.17500","446.17500","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"146","446.200 Simplex","446.20000","446.20000","A-Analog","High","12.5K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"147","446.200 SmplxDCS","446.20000","446.20000","A-Analog","High","12.5K","D023N","D023N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"148","446.225 Simplex","446.22500","446.22500","A-Analog","High","12.5K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"149","446.225 SmplxDCS","446.22500","446.22500","A-Analog","High","12.5K","D023N","D023N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"150","446.250 Simplex","446.25000","446.25000","A-Analog","High","12.5K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"151","446.250 SmplxDCS","446.25000","446.22500","A-Analog","High","12.5K","D023N","D023N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"152","446.275 Simplex","446.27500","446.27500","A-Analog","High","12.5K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"153","446.275 SmplxDCS","446.27500","446.27500","A-Analog","High","12.5K","D023N","D023N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"154","446.300 Simplex","446.30000","446.30000","A-Analog","High","12.5K","Off","Off","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"155","446.300 SmplxDCS","446.30000","446.30000","A-Analog","High","12.5K","D023N","D023N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"156","446.2000 SX Dig","446.20000","446.20000","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"157","446.2125 SX Dig","446.21250","446.21250","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"158","446.2250 SX Dig","446.22500","446.22500","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"159","446.2375 SX Dig","446.23750","446.23750","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"160","446.2500 SX Dig","446.25000","446.25000","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"161","446.2625 SX Dig","446.26250","446.26250","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"162","446.2750 SX Dig","446.27500","446.27500","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"163","446.2875 SX Dig","446.28750","446.28750","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"164","446.3000 SX Dig","446.30000","446.30000","D-Digital","High","12.5K","Off","Off","All Call","All Call","16777215","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"165","DMR.MARC Simplex","446.07500","446.07500","D-Digital","High","12.5K","Off","Off","DMR MARC Simplex","Group Call","99","RMHAM Sample","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","DMR MARC Simplex","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"166","438.225 91.5","438.22500","433.22500","A-Analog","High","25K","91.5","91.5","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"167","447.125 91.5","447.12500","442.12500","A-Analog","High","25K","91.5","91.5","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"168","447.150 107.2","447.15000","442.15000","A-Analog","High","25K","Off","107.2","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"169","447.175 186.2","447.17500","442.17500","A-Analog","High","25K","Off","186.2","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"170","447.225 103.5","447.22500","442.22500","A-Analog","High","25K","103.5","103.5","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"171","447.225 141.3","447.22500","442.22500","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"172","447.275 100.0","447.27500","442.27500","A-Analog","High","25K","Off","100.0","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"173","447.300 BZZ Rptr","447.30000","442.30000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"174","447.350 151.4","447.35000","442.35000","A-Analog","High","25K","151.4","151.4","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"175","447.450 123.0","447.45000","442.45000","A-Analog","High","25K","Off","123.0","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"176","447.500 88.5","447.50000","442.50000","A-Analog","High","25K","Off","88.5","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"177","447.650 141.3","447.65000","442.65000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"178","447.700 100.0","447.70000","442.70000","A-Analog","High","25K","100.0","100.0","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"179","447.750 141.3","447.75000","442.75000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"180","447.825 NB 073","447.82500","442.82500","A-Analog","High","12.5K","D073N","D073N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"181","447.925 100.0","447.92500","442.92500","A-Analog","High","25K","Off","100.0","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"182","447.975 107.2","447.97500","442.97500","A-Analog","High","25K","Off","107.2","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 447","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"183","448.025 100.0","448.02500","443.02500","A-Analog","High","25K","Off","100.0","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"184","448.050 K0PWO1","448.05000","443.05000","A-Analog","High","25K","179.9","179.9","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"185","448.050 K0PWO2","448.05000","443.05000","A-Analog","High","25K","D023N","D023N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"186","448.075 123.0","448.07500","443.07500","A-Analog","High","25K","Off","123.0","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"187","448.125 107.2","448.12500","443.12500","A-Analog","High","25K","Off","107.2","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"188","448.200 141.3","448.20000","443.20000","A-Analog","High","25K","141.3","141.3","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"189","448.200 NB 023","448.20000","443.20000","A-Analog","High","12.5K","D023N","D023N","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"190","448.225 141.3","448.22500","443.22500","A-Analog","High","25K","Off","141.3","Local","Group Call","2","RMHAM Sample","Off","Carrier","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
"191","448.325 K0PWO3","448.32500","443.32500","A-Analog","High","25K","179.9","179.9","Local","Group Call","2","RMHAM Sample","Off","CTCSS/DCS","Off","1","1","1","Off","0","1","HAM 448","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0"
